"Amount.Requested","Amount.Funded.By.Investors","Interest.Rate","Loan.Length","Loan.Purpose","Debt.To.Income.Ratio","State","Home.Ownership","Monthly.Income","FICO.Range","Open.CREDIT.Lines","Revolving.CREDIT.Balance","Inquiries.in.the.Last.6.Months","Employment.Length"
"32737",5400,5375,"8.90%","36 months","small_business","6.27%","OH","RENT",3000,"785-789",2,90,2,"n/a"
"47286",23000,22950,"15.81%","36 months","credit_card","16.02%","CA","RENT",7083.33,"695-699",8,9664,2,"4 years"
"16577",8000,7950,"5.79%","36 months","home_improvement","19.65%","FL","OWN",5833.33,"770-774",8,0,0,"3 years"
"35530",3000,2950,"12.69%","36 months","debt_consolidation","4.25%","SC","OWN",1200,"705-709",4,1643,0,"< 1 year"
"23575",7200,7200,"6.92%","36 months","credit_card","11.72%","RI","MORTGAGE",7083.33,"780-784",6,15933,1,"3 years"
"99508",15350,15350,"15.80%","36 months","credit_card","7.41%","CO","MORTGAGE",5666.67,"670-674",6,8128,0,"1 year"
"72670",6000,6000,"12.12%","36 months","wedding","21.21%","GA","RENT",3333.33,"685-689",8,4638,0,"2 years"
"2882",15000,8081.65,"13.16%","36 months","debt_consolidation","13.16%","GA","MORTGAGE",2583.33,"755-759",3,4923,2,"9 years"
"20093",5000,5000,"12.68%","60 months","moving","12.59%","NY","RENT",4416.67,"690-694",13,7686,0,"< 1 year"
"9020",2575,2575,"6.76%","36 months","educational","4.80%","MA","RENT",6875,"760-764",6,4678,2,"3 years"
"52639",1800,1800,"13.67%","36 months","vacation","24.21%","NY","RENT",4250,"670-674",11,5757,0,"5 years"
"76348",10000,10000,"14.09%","36 months","other","26.44%","WA","MORTGAGE",5416.67,"700-704",6,18652,1,"6 years"
"57727",7750,7750,"10.74%","36 months","debt_consolidation","6.51%","UT","MORTGAGE",2916.67,"705-709",5,6889,0,"6 years"
"91915",12000,12000,"16.29%","36 months","debt_consolidation","28.76%","CT","RENT",5666.67,"660-664",21,16822,2,"3 years"
"97696",10000,10000,"6.03%","36 months","debt_consolidation","16%","KY","MORTGAGE",8333.33,"780-784",11,14832,0,"10+ years"
"51525",4950,4950,"13.67%","36 months","debt_consolidation","14.11%","CA","MORTGAGE",4166.67,"665-669",15,8379,0,"5 years"
"41626",8400,8350,"6.03%","36 months","medical","15.34%","WA","MORTGAGE",3200,"760-764",6,10576,0,"n/a"
"71634",3500,3500,"12.12%","36 months","other","17.82%","CA","MORTGAGE",5416.67,"695-699",15,4067,3,"< 1 year"
"51795",12000,12000,"16.29%","36 months","credit_card","18.37%","TX","MORTGAGE",7083.33,"665-669",16,16993,2,"7 years"
"73201",18000,18000,"22.47%","60 months","credit_card","17.17%","OH","MORTGAGE",5562.92,"660-664",13,14866,3,"7 years"
"31566",14675,14650,"12.99%","60 months","debt_consolidation","29.18%","FL","RENT",3167,"725-729",7,21088,1,"6 years"
"90826",13000,13000,"14.09%","36 months","credit_card","16.09%","CT","RENT",3250,"675-679",6,6930,0,"2 years"
"64262",15000,15000,"13.11%","36 months","debt_consolidation","33.12%","NY","RENT",4166.67,"695-699",10,13198,0,"9 years"
"2749",8250,8205.63,"9.32%","36 months","credit_card","24.45%","OH","MORTGAGE",3300,"755-759",17,29576,2,"8 years"
"73233",6900,6900,"14.09%","36 months","credit_card","17.78%","AR","OWN",4166.67,"685-689",9,9720,1,"10+ years"
"88842",35000,35000,"20.49%","60 months","debt_consolidation","12.54%","PA","MORTGAGE",10416.67,"685-689",14,26487,4,"2 years"
"8773",25000,23995.24,"10.62%","36 months","debt_consolidation","12.21%","VA","RENT",11166.67,"750-754",6,28556,0,"7 years"
"94795",9600,9600,"11.14%","36 months","debt_consolidation","20.58%","NV","MORTGAGE",3833.33,"705-709",9,44403,1,"5 years"
"71783",9000,8975,"6.62%","36 months","debt_consolidation","17.11%","NY","MORTGAGE",6750,"755-759",7,12553,2,"7 years"
"65113",6500,6500,"8.90%","36 months","credit_card","31.45%","CO","MORTGAGE",6000,"740-744",14,61865,2,"< 1 year"
"5189",1750,1750,"11.14%","36 months","credit_card","8.02%","CA","RENT",1833.33,"720-724",4,1838,0,"2 years"
"20592",5000,5000,"5.42%","36 months","wedding","23.15%","OH","RENT",2833.33,"750-754",7,4573,0,"3 years"
"71038",6000,6000,"15.80%","36 months","debt_consolidation","16.40%","GA","RENT",2500,"670-674",5,5892,1,"4 years"
"72764",25000,25000,"14.09%","36 months","debt_consolidation","19.13%","CA","RENT",6083.33,"700-704",19,14666,0,"10+ years"
"77043",13000,13000,"14.33%","36 months","debt_consolidation","11.08%","MN","MORTGAGE",3358.33,"690-694",7,6327,1,"10+ years"
"51326",5875,5875,"7.90%","36 months","other","14.75%","NV","RENT",5416.67,"720-724",15,2617,2,"4 years"
"57788",5000,5000,"16.29%","36 months","debt_consolidation","20.77%","VA","RENT",4583.33,"660-664",19,11991,1,"6 years"
"13386",16000,7925,"16.45%","60 months","debt_consolidation","16.66%","MO","MORTGAGE",5500,"680-684",6,6842,0,"9 years"
"17877",12000,12000,"9.62%","60 months","small_business","14.12%","GA","MORTGAGE",6666.67,"730-734",10,6969,1,"4 years"
"88396",35000,35000,"12.12%","36 months","debt_consolidation","19.90%","FL","MORTGAGE",13933.33,"720-724",18,24288,0,"1 year"
"19466",4800,4775,"5.79%","36 months","car","11.71%","NJ","RENT",2800,"735-739",6,9228,0,"3 years"
"19859",6500,6500,"11.11%","36 months","credit_card","13.98%","WY","MORTGAGE",2253,"680-684",11,7558,1,"2 years"
"19297",25000,25000,"13.06%","36 months","other","4.14%","MI","MORTGAGE",11500,"735-739",4,6578,0,"< 1 year"
"82626",1000,1000,"7.62%","36 months","debt_consolidation","5.59%","MD","MORTGAGE",9333.33,"785-789",6,350,4,"2 years"
"8078",16000,16000,"13.48%","36 months","debt_consolidation","15.17%","KY","MORTGAGE",4166.67,"700-704",6,1962,1,"2 years"
"102374",7675,2275,"15.13%","36 months","other","18.08%","TX","MORTGAGE",11666.67,"645-649",13,12578,0,"9 years"
"78732",13600,13600,"8.90%","36 months","debt_consolidation","10.94%","WA","RENT",10000,"720-724",15,18028,0,"10+ years"
"71751",12000,12000,"15.31%","36 months","debt_consolidation","32.91%","CA","RENT",5500,"680-684",21,13559,1,"3 years"
"20020",15000,15000,"10.37%","36 months","house","26.72%","AL","MORTGAGE",5250,"750-754",11,44850,1,"10+ years"
"89844",7125,7125,"18.49%","36 months","debt_consolidation","11.18%","CT","MORTGAGE",5636.75,"675-679",14,5383,2,"8 years"
"35991",35000,34977.35,"21.67%","60 months","house","14.25%","CA","RENT",20833.33,"675-679",12,79792,0,"6 years"
"92975",11575,11575,"13.11%","60 months","debt_consolidation","18.37%","NY","MORTGAGE",3750,"725-729",12,18790,1,"10+ years"
"5274",5000,5000,"7.40%","36 months","major_purchase","14.22%","GA","RENT",6000,"780-784",7,1751,0,"6 years"
"48009",5000,5000,"7.62%","36 months","debt_consolidation","3.04%","NY","OWN",2500,"735-739",5,4864,0,"3 years"
"1046",5000,527.49,"13.24%","36 months","debt_consolidation","13.28%","NJ","RENT",4833,"660-664",10,9816,0,"4 years"
"35719",7000,7000,"7.90%","36 months","debt_consolidation","12.61%","VA","MORTGAGE",6250,"720-724",13,19848,0,"10+ years"
"102294",20000,16755.89,"14.50%","36 months","debt_consolidation","25.40%","MN","MORTGAGE",6916.67,"715-719",10,26938,0,"10+ years"
"22561",7000,7000,"6.92%","36 months","debt_consolidation","17.15%","CA","RENT",4583.33,"735-739",13,6897,0,"5 years"
"7816",20000,19900,"10.25%","36 months","debt_consolidation","17.51%","DE","MORTGAGE",7833.33,"760-764",14,49898,0,"5 years"
"47745",6000,6000,"7.90%","36 months","major_purchase","20.13%","PA","MORTGAGE",7750,"725-729",16,7533,1,"8 years"
"21458",14000,14000,"7.66%","36 months","major_purchase","10.68%","FL","MORTGAGE",21666.67,"735-739",14,13850,3,"1 year"
"62166",30000,30000,"19.05%","36 months","debt_consolidation","14.77%","CO","MORTGAGE",9166.67,"685-689",20,22299,1,"< 1 year"
"42655",18225,18200,"17.58%","36 months","debt_consolidation","24.64%","TX","MORTGAGE",5000,"660-664",12,16398,2,"7 years"
"19255",12000,12000,"7.29%","36 months","other","16.15%","VA","MORTGAGE",11667,"720-724",9,113671,0,"4 years"
"51684",10000,10000,"12.12%","36 months","debt_consolidation","12.99%","CA","MORTGAGE",5833.33,"690-694",8,13885,0,"6 years"
"22667",16300,16275,"14.91%","36 months","credit_card","24.17%","FL","MORTGAGE",5222,"675-679",11,40988,1,"10+ years"
"587",11000,2116.76,"13.87%","36 months","debt_consolidation","20.93%","NY","OWN",4167,"670-674",14,17436,0,"2 years"
"13863",25000,20850,"15.58%","60 months","small_business","0.60%","CA","MORTGAGE",5666.67,"785-789",2,0,4,"10+ years"
"89627",24000,24000,"12.12%","36 months","debt_consolidation","29.01%","MD","MORTGAGE",7500,"670-674",12,14804,1,"< 1 year"
"32044",6000,6000,"7.49%","36 months","major_purchase","8.81%","NY","OWN",2462.75,"715-719",11,8644,0,"2 years"
"25141",10000,9975,"11.49%","60 months","debt_consolidation","22.69%","NV","MORTGAGE",5623.33,"765-769",11,26898,1,"10+ years"
"65250",2000,2000,"8.90%","36 months","car","23.70%","MI","OWN",3000,"730-734",5,2117,1,"10+ years"
"87148",6625,6600,"11.14%","36 months","credit_card","10.12%","PA","OWN",1916.67,"690-694",10,5449,0,"n/a"
"102167",20000,6350.01,"16.71%","36 months","debt_consolidation","20.83%","NY","RENT",5333.33,"660-664",11,11881,4,"1 year"
"3630",12000,11925,"9.63%","36 months","other","9.12%","WA","MORTGAGE",6250,"745-749",8,5212,2,"1 year"
"20690",4200,4200,"7.29%","36 months","debt_consolidation","6.58%","IL","RENT",5133.33,"765-769",4,5475,1,"4 years"
"103394",6950,6875,"13.11%","36 months","other","12.51%","TX","MORTGAGE",7916.67,"715-719",5,1593,4,"10+ years"
"32875",6000,6000,"7.51%","36 months","major_purchase","4.74%","IL","MORTGAGE",10916,"765-769",18,6317,4,"6 years"
"29116",8400,8400,"10.99%","36 months","debt_consolidation","24.85%","CA","MORTGAGE",7583,"700-704",9,342,0,"< 1 year"
"14340",5000,5000,"7.88%","36 months","home_improvement","16.61%","NJ","MORTGAGE",5833.33,"725-729",18,19771,2,"10+ years"
"82457",4750,4750,"10.16%","36 months","credit_card","32.49%","MO","MORTGAGE",3500,"695-699",15,36512,0,"10+ years"
"12895",15000,14925,"10.75%","60 months","moving","17.55%","NY","RENT",5761,"785-789",12,2691,2,"10+ years"
"98544",12000,12000,"16.29%","36 months","home_improvement","5.07%","WI","MORTGAGE",2916.67,"670-674",13,10360,2,"5 years"
"1324",4000,0,"7.68%","36 months","other","10.74%","GA","RENT",3417,"790-794",11,2775,3,"1 year"
"16593",12800,12700,"12.61%","60 months","debt_consolidation","9.02%","FL","RENT",5166.67,"725-729",7,7942,0,"5 years"
"36466",12000,11950,"8.90%","60 months","car","9.75%","CA","MORTGAGE",9866,"795-799",9,2787,0,"4 years"
"37814",9425,9425,"13.49%","36 months","credit_card","15.71%","CA","RENT",3750,"670-674",12,15116,0,"8 years"
"43682",28000,28000,"12.42%","36 months","debt_consolidation","2.98%","NY","MORTGAGE",27083.33,"730-734",5,12888,1,"5 years"
"70424",30000,29975,"21.00%","60 months","debt_consolidation","17.12%","TX","MORTGAGE",8666.67,"710-714",8,47503,0,"6 years"
"27552",9600,9600,"18.39%","36 months","debt_consolidation","14.69%","VA","MORTGAGE",5166.67,"660-664",8,13041,1,"10+ years"
"3606",7800,7242.07,"12.84%","36 months","debt_consolidation","16.77%","NY","RENT",6000,"695-699",8,13835,0,"4 years"
"39094",12000,12000,"10.65%","36 months","debt_consolidation","26.06%","GA","RENT",5833.33,"720-724",15,24893,3,"10+ years"
"83231",9600,9600,"15.31%","36 months","debt_consolidation","12.82%","PA","MORTGAGE",6000,"675-679",13,11407,2,"10+ years"
"9533",6000,6000,"10.62%","36 months","credit_card","23.38%","VA","MORTGAGE",5000,"705-709",15,46125,1,"2 years"
"19581",7500,7500,"11.11%","60 months","debt_consolidation","23.63%","NY","RENT",1820,"720-724",13,4409,2,"2 years"
"50339",7000,6950,"6.03%","36 months","debt_consolidation","8.29%","FL","OWN",2750,"760-764",8,10860,0,"4 years"
"35460",10000,10000,"11.71%","36 months","debt_consolidation","5.85%","NY","RENT",4333.33,"685-689",8,7072,0,"10+ years"
"102138",3200,2799.99,"12.61%","36 months","credit_card","16.72%","CA","MORTGAGE",6476,"665-669",14,80837,4,"10+ years"
"13279",13000,12850,"10.38%","36 months","debt_consolidation","11.72%","VA","MORTGAGE",10533.33,"725-729",13,37252,0,"< 1 year"
"71487",35000,35000,"24.70%","60 months","debt_consolidation","8.26%","AL","MORTGAGE",10000,"660-664",12,21391,2,"10+ years"
"97364",20800,20775,"6.62%","36 months","credit_card","15.64%","CA","MORTGAGE",10833.33,"710-714",11,15192,0,"10+ years"
"77135",1600,1600,"16.29%","36 months","debt_consolidation","7.80%","OR","RENT",2666.67,"660-664",7,5504,2,"6 years"
"67373",10050,9900,"6.03%","36 months","small_business","20.72%","TX","RENT",2500,"750-754",11,13669,0,"9 years"
"51379",8000,7997.85,"17.99%","36 months","debt_consolidation","21.11%","CA","MORTGAGE",8583.33,"670-674",15,14584,3,"5 years"
"97075",16000,16000,"12.12%","36 months","debt_consolidation","24.30%","CT","RENT",6250,"715-719",8,10304,2,"< 1 year"
"46056",11700,11675,"7.90%","36 months","home_improvement","5.63%","CA","MORTGAGE",3320.83,"720-724",11,14301,0,"10+ years"
"72277",13475,13475,"12.12%","36 months","debt_consolidation","28.27%","FL","MORTGAGE",5666.67,"705-709",12,7722,1,"7 years"
"31190",14500,14500,"5.42%","36 months","home_improvement","7.15%","OH","MORTGAGE",10000,"800-804",9,40,0,"10+ years"
"103224",5000,5000,"14.61%","36 months","other","6.36%","CA","RENT",3083.33,"665-669",8,4680,4,"5 years"
"53652",13600,13575,"6.62%","36 months","debt_consolidation","17.31%","CA","MORTGAGE",11250,"750-754",11,77377,1,"4 years"
"75321",2200,2200,"8.90%","36 months","debt_consolidation","14.02%","CA","RENT",7083.33,"715-719",10,14980,1,"10+ years"
"49761",9000,9000,"9.76%","36 months","credit_card","18.67%","NY","MORTGAGE",5833.33,"705-709",12,12035,0,"10+ years"
"87513",27925,27925,"22.47%","60 months","debt_consolidation","3.94%","FL","MORTGAGE",7000,"685-689",14,9914,2,"n/a"
"80353",9450,9450,"14.33%","36 months","debt_consolidation","24.51%","NY","RENT",2916.67,"670-674",12,11555,0,"4 years"
"25236",15175,15175,"20.25%","60 months","debt_consolidation","18.78%","WA","RENT",4333.33,"665-669",6,18049,0,"8 years"
"30497",10000,10000,"7.49%","36 months","debt_consolidation","7.77%","AZ","RENT",3166.67,"735-739",4,0,0,"1 year"
"96700",16000,16000,"16.29%","36 months","debt_consolidation","20.62%","FL","RENT",5416.67,"680-684",13,14246,1,"< 1 year"
"85272",13200,13200,"15.31%","36 months","debt_consolidation","8.61%","KY","MORTGAGE",3333.33,"680-684",10,5400,3,"10+ years"
"60220",20000,20000,"18.75%","60 months","other","6.30%","PA","RENT",15416.67,"695-699",13,15026,3,"< 1 year"
"78437",8500,8500,"17.77%","36 months","other","18%","MI","RENT",2583.33,"665-669",9,13718,0,"2 years"
"40066",3000,3000,"14.27%","36 months","debt_consolidation","10.77%","NY","OWN",3833,"670-674",11,5515,1,"< 1 year"
"91905",10000,10000,"15.31%","36 months","credit_card","18.99%","FL","MORTGAGE",5583.33,"675-679",16,12723,1,"2 years"
"99247",14075,14075,"16.29%","36 months","debt_consolidation","11.02%","NY","MORTGAGE",10416.67,"700-704",10,7653,3,"10+ years"
"62996",19000,19000,"19.72%","60 months","credit_card","19.85%","NY","RENT",4500,"680-684",13,11388,1,"3 years"
"2088",25000,11696.88,"12.84%","36 months","small_business","5.52%","IL","MORTGAGE",8666.67,"760-764",9,1900,4,"10+ years"
"84001",9000,9000,"13.11%","36 months","credit_card","23.88%","GA","MORTGAGE",4229.17,"685-689",11,7496,0,"1 year"
"80275",6775,6775,"13.11%","36 months","debt_consolidation","10.20%","NC","RENT",6666.67,"685-689",14,5457,2,"< 1 year"
"24608",2200,2200,"15.23%","36 months","debt_consolidation","16.20%","CA","RENT",2500,"675-679",7,2476,2,"2 years"
"2891",10800,10550,"8.00%","36 months","home_improvement","6.82%","CA","MORTGAGE",11250,"790-794",7,10232,2,"< 1 year"
"94245",16800,16800,"14.33%","60 months","debt_consolidation","21.75%","WV","MORTGAGE",6666.67,"675-679",14,23740,0,"1 year"
"25703",3500,3500,"15.62%","36 months","home_improvement","14.41%","GA","MORTGAGE",6833.33,"660-664",7,11526,3,"8 years"
"24038",9250,9250,"18.79%","60 months","debt_consolidation","19.27%","AK","MORTGAGE",4448,"660-664",9,22704,0,"10+ years"
"31842",23400,23400,"7.49%","36 months","debt_consolidation","15.66%","TX","RENT",5580,"740-744",6,2086,0,"1 year"
"81514",10375,10375,"7.90%","36 months","debt_consolidation","27.64%","MD","MORTGAGE",4500,"745-749",7,0,0,"5 years"
"66437",9325,9300,"14.09%","36 months","debt_consolidation","21.35%","DC","RENT",3333.33,"695-699",10,27007,1,"< 1 year"
"49263",18000,18000,"21.48%","60 months","debt_consolidation","15.82%","NY","RENT",6500,"665-669",10,4256,0,"10+ years"
"68113",5375,5375,"8.90%","36 months","debt_consolidation","29.48%","NC","RENT",3416.67,"720-724",6,3007,2,"< 1 year"
"99898",3700,3700,"15.80%","36 months","credit_card","32.20%","NY","RENT",3000,"690-694",9,14151,0,"1 year"
"65485",19125,19125,"18.49%","36 months","debt_consolidation","9.10%","MA","RENT",4166.67,"675-679",8,19761,3,"10+ years"
"67349",1625,1625,"15.31%","36 months","major_purchase","4.32%","TX","OWN",1666.67,"745-749",3,1759,4,"3 years"
"39590",26000,25975,"16.77%","60 months","home_improvement","11.77%","NC","MORTGAGE",4416.67,"730-734",5,7560,1,"10+ years"
"36450",6650,6650,"18.25%","60 months","debt_consolidation","17.12%","OH","MORTGAGE",3084,"680-684",16,5646,2,"3 years"
"31456",1000,1000,"11.49%","36 months","debt_consolidation","21.36%","CA","RENT",4666.67,"670-674",16,26558,0,"10+ years"
"2407",18000,17896.62,"14.42%","36 months","wedding","7.89%","TX","MORTGAGE",5833.33,"720-724",5,18505,1,"3 years"
"3841",8000,7975,"12.84%","36 months","wedding","16.73%","TX","MORTGAGE",3521,"680-684",13,4075,0,"3 years"
"103033",4575,4575,"15.65%","36 months","credit_card","14.31%","MS","OTHER",5833.33,"680-684",25,82586,2,"2 years"
"52353",35000,34950,"21.97%","60 months","debt_consolidation","19.32%","RI","MORTGAGE",14166.67,"690-694",14,51314,3,"3 years"
"51625",10000,10000,"12.12%","36 months","debt_consolidation","12.46%","CA","MORTGAGE",4375,"695-699",7,11070,0,"5 years"
"91179",32350,32350,"18.49%","36 months","debt_consolidation","20.14%","CT","OWN",6000,"660-664",15,39513,1,"3 years"
"16680",16000,16000,"12.98%","36 months","debt_consolidation","15.86%","CA","MORTGAGE",3600,"700-704",9,26357,2,"3 years"
"73961",13750,13750,"14.09%","36 months","credit_card","24.77%","CA","RENT",3000,"690-694",12,16734,1,"1 year"
"95827",5600,5600,"11.14%","36 months","credit_card","27.96%","NC","MORTGAGE",11666.67,"665-669",18,194205,0,"10+ years"
"79106",21000,20950,"23.76%","60 months","debt_consolidation","24.82%","KS","RENT",7458.33,"660-664",14,11973,0,"10+ years"
"53903",12000,12000,"7.90%","36 months","home_improvement","21.99%","MN","MORTGAGE",5416.67,"730-734",8,28146,0,"10+ years"
"31290",12000,12000,"13.49%","36 months","debt_consolidation","16.29%","NV","MORTGAGE",6250,"680-684",13,13528,1,"7 years"
"26608",3600,3600,"13.99%","36 months","other","10%","NY","RENT",5750,"670-674",8,10766,2,"4 years"
"16549",25000,15175,"16.32%","60 months","debt_consolidation","22.19%","PA","MORTGAGE",7083.33,"705-709",8,9133,0,"4 years"
"16631",8400,8400,"9.25%","60 months","car","22.47%","NM","MORTGAGE",4833.33,"760-764",6,19187,0,"3 years"
"92743",24375,24300,"15.80%","60 months","debt_consolidation","30.61%","PA","MORTGAGE",4708.33,"700-704",18,49136,0,"10+ years"
"83058",8575,8575,"15.80%","36 months","debt_consolidation","34.41%","KY","MORTGAGE",4541.67,"675-679",15,5180,1,"10+ years"
"87620",13800,13800,"12.12%","36 months","debt_consolidation","17.11%","CA","RENT",4250,"695-699",8,11366,0,"< 1 year"
"31254",17000,17000,"11.49%","36 months","debt_consolidation","13.69%","MI","RENT",5083.33,"695-699",9,13883,0,"4 years"
"58027",11000,11000,"13.67%","36 months","debt_consolidation","13.44%","LA","MORTGAGE",4666.67,"675-679",8,10482,0,"6 years"
"12131",7800,7800,"14.35%","36 months","other","21.89%","CA","RENT",2508.33,"680-684",5,25780,0,"< 1 year"
